entity_id,is_launderer,T1_logit,T2_logit,T3_logit,T4_logit,T1_gboost,T2_gboost,T3_gboost,T4_gboost
E0,0,0.04707973536981528,0.00044516700537791453,1.8776256582728683e-07,1.8032525137051842e-07,8.561221234989097e-05,2.510797185488393e-05,2.1899313721390668e-05,2.1899313721390668e-05
E1,0,0.11315826292190265,0.0683143054154572,0.024357107628673068,0.6720224474668405,5.6463237259002644e-05,4.988939843348006e-05,2.090142107762933e-05,2.090142107762933e-05
E2,0,0.6254929968221359,0.2787828034321189,0.033923819501885125,0.03071341560493469,0.014968188382961312,0.005086478278839479,0.0019962573334926454,0.0019962573334926454
E3,0,0.11012346681128904,0.0022932986100714556,1.7265349198584695e-05,7.454213225602052e-06,4.916760570238502e-05,2.388696116972457e-05,2.64652859371728e-05,2.64652859371728e-05
E4,0,0.45050916547661585,2.064559975290441e-05,1.2996478568057727e-08,8.035117213860281e-09,3.5842462041812755e-05,2.179251091685397e-05,2.1837132521787348e-05,2.1837132521787348e-05
E5,0,0.08517169139627342,0.09272873104067696,0.033175187662229065,0.02045932572228431,0.0009881786522523608,9.922963780493323e-05,9.570620763473981e-05,9.570620763473981e-05
E6,0,0.013706299188750392,6.374871573009986e-05,4.459851671161708e-06,6.060855267342227e-07,5.841438867160162e-05,2.1863762025727113e-05,1.767618500529842e-05,1.767618500529842e-05
E7,0,0.5707093864367486,0.0001967793350387159,0.001979100721744921,0.015170175227246861,0.008238896939711835,7.322199538619293e-05,0.00021407663993961245,0.00021407663993961245
E8,0,0.1038994319472659,0.006170186352547217,0.00011835072686809831,4.1312834949575476e-05,0.0006309593234058855,2.1896782364919426e-05,2.1867101364721303e-05,2.1867101364721303e-05
E9,0,0.6756316119937205,0.052603673636482495,0.07655369486568772,0.023314059311195637,0.0007228438382251962,0.00020804825529062397,7.175504606291622e-05,7.175504606291622e-05
E10,0,0.11079459071030973,0.0033832649930578564,0.00039553649030674474,0.0011182359330842932,0.00024406012896576856,2.7423726175454792e-05,5.760726865915903e-05,5.760726865915903e-05
E11,0,0.638743412993033,0.002979671013830193,1.0374470994829418e-06,2.309270308919512e-06,0.0003604763894449432,1.3816266850706897e-05,1.3453807604007149e-05,1.3453807604007149e-05
E12,0,0.742972574063593,0.2229168410064123,0.018173533769461517,0.009708632188567639,0.1302715200409568,5.0263331374063304e-05,4.3730501963385825e-05,4.3730501963385825e-05
E13,0,0.05362772617057892,0.000522259733650993,0.0002830697632966201,1.3353749212817202e-05,2.590119691623533e-05,3.0271990241704308e-05,2.6262293099332162e-05,2.6262293099332162e-05
E14,0,0.04571348867826575,2.401187493953849e-06,5.444208209016469e-09,3.5188869062625553e-09,0.0002989334782811553,2.1772119843484204e-05,2.1318950776577797e-05,2.1318950776577797e-05
E15,0,0.018571869436637068,0.0001630028967970574,3.096879176523893e-05,9.155750970670916e-06,7.635915808355008e-05,2.1807218022465522e-05,2.1751280960540636e-05,2.1751280960540636e-05
E16,0,0.24387391667170832,0.002354395727067447,7.4530882072887145e-06,1.1645807120629625e-06,0.0002623607478257842,2.1894298718665622e-05,2.186130478114562e-05,2.186130478114562e-05
E17,0,0.4720623270541281,0.0014665558810019797,4.377673386183284e-05,0.00014213856655122736,0.09139528116141857,4.637009211848249e-05,3.098717075959449e-05,3.098717075959449e-05
E18,0,0.018103612574834886,0.0004413985171694737,0.00021628976677754376,6.429381608990907e-06,2.5736002993264516e-05,2.1773576897846205e-05,5.576532455168931e-05,5.576532455168931e-05
E19,0,0.4459653197130287,0.0013018497232852972,0.01656070947001346,0.013583116037070473,0.0006673555823071158,2.1697185300228784e-05,4.797540636998366e-05,4.797540636998366e-05
E20,0,0.22171419433710088,0.06158896791260542,0.01741134066549301,0.020033655306090477,1.9344621081739386e-05,5.185073505653131e-05,0.0003922361980683876,0.0003922361980683876
E21,0,0.03712809102555072,4.2563671337779915e-05,6.343743075277676e-06,1.1687425102619369e-07,4.241595732114072e-05,0.0002571384558621886,0.00025277742522826025,0.00025277742522826025
E22,0,0.05687360192188199,0.002191209265842933,0.006013712584491611,0.00212023983611677,0.00019302541305579827,4.571782657222731e-05,4.0705548417781223e-05,4.0705548417781223e-05
E23,0,0.19422945671618497,0.02305836840851327,0.001249190925346779,0.0002509147778425617,3.115860727184141e-05,2.1831751952121373e-05,2.1883799902740084e-05,2.1883799902740084e-05
E24,0,0.2098071870900146,0.6484414152089004,0.08885682654500444,0.08584148077718527,0.001217483363511018,0.00011681629863288994,5.743599193501384e-05,5.743599193501384e-05
E25,0,0.1396846780496718,0.005096646501434565,0.0018079436671517729,0.0004429424005880766,8.197457221050067e-05,2.1900621315799154e-05,2.1901585247273542e-05,2.1901585247273542e-05
E26,0,0.24572579416294385,0.0005449422560162826,0.00504303361404735,0.006649852255596842,0.0011861194964958705,2.162494689838693e-05,0.00034926737199918314,0.00034926737199918314
E27,0,0.5521232168767366,0.017757150770994365,0.039569670175294475,0.062371974464234994,0.015564279697604195,7.617857102817607e-05,0.0001991810993971472,0.0001991810993971472
E28,0,0.47986526047905526,0.014351516474415259,0.0038884383433121154,0.004117071865573718,0.0002254777736347015,2.1881326524670874e-05,4.327396632395956e-05,4.327396632395956e-05
E29,0,0.33194333553434935,0.00021911109520458241,0.00019927552396790935,0.00041907920608465037,0.0036466669380226893,2.8812420448370626e-05,0.00010475152235332455,0.00010475152235332455
E30,0,0.16310351442363416,0.013276848117775403,0.004941726507700988,0.0005480467457550521,3.0419699700421207e-05,2.17743119251451e-05,2.1670165353697668e-05,2.1670165353697668e-05
E31,0,0.11964411188657453,0.005153996688387427,0.0023117328875716563,0.0006370985937653345,0.0009394030372726611,2.9626195563701057e-05,3.720950835783549e-05,3.720950835783549e-05
